Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
सऊदी अरब से तेल लेकर जो जहाज़ भारत आ रहा था उस पर ड्रोन हमले के बाद अब भारतीय तटरक्षक दल का जहाज़ विक्रम उसे अपनी निगरानी में लेकर भारत की ओर बढ़ रहा है। पूरी रिपोर्ट 👇 https://invidious.perennialte.ch/rcN2S4ZfouI?si=7VK3tAeHS5KzZK0c,2023-12-24 07:02:00,1106,5,2024,सऊदी अरब से तेल लेकर जो जहाज़ भारत आ रहा था उस पर ड्रोन हमले के बाद अब भारतीय तटरक्षक दल का जहाज़ विक्रम उसे अपनी निगरानी में लेकर भारत की ओर बढ़ रहा है। पूरी रिपोर्ट 👇,neutral,0.8031368851661682
"Ma'am it's all due to upcoming lok sabha elections, after that you will see. This is just like ₹ 450 gas cylinder Modi ki Guarantee un Rajasthan elections, which is now ₹ 950. Don't believe them. They are just playing LLTT (Looking London Talking Tokyo).",2023-12-25 05:16:00,0,0,2024,"Ma'am it's all due to upcoming lok sabha elections, after that you will see. This is just like ₹ 450 gas cylinder Modi ki Guarantee un Rajasthan elections, which is now ₹ 950. Don't believe them. They are just playing LLTT (Looking London Talking Tokyo).",negative,0.48765459656715393
Jo nhi aaye the wo bhi #suspended 🤣🤣. Inko suspension Minister banao koi.!! #LokSabha,2023-12-14 12:28:00,1512,42,2024,Jo nhi aaye the wo bhi suspended 🤣🤣. Inko suspension Minister banao koi.!! LokSabha,negative,0.6001542210578918
"Lok Sabha Speaker Shri @ombirlakota pays tributes to #MaharajaSurajmal, on his Punyatithi. @loksabhaspeaker @Sansad_tv",2023-12-25 04:58:00,5,0,2024,"Lok Sabha Speaker Shri pays tributes to MaharajaSurajmal, on his Punyatithi.",neutral,0.5529908537864685
I express my sincere gratitudes to @IYCKarnataka for showing faith upon me and appointing me as Incharge for youth Congress social media for Uttarakannada and shivamogga Parliament Loksabha election- 2024. Thank you for giving me this responsibility & I'll fulfill it with utmost sincerity and dedication. #nimmapavan #YuvaKarnataka,2023-12-16 04:09:00,13,2,2024,I express my sincere gratitudes to for showing faith upon me and appointing me as Incharge for youth Congress social media for Uttarakannada and shivamogga Parliament Loksabha election- 2024. Thank you for giving me this responsibility & I'll fulfill it with utmost sincerity and dedication. nimmapavan YuvaKarnataka,positive,0.9264838695526123
You are rfring to SA in Bengal and HBS in Assam right but it's lok sabha election anyhow bjp wins max seats is important and whatever no of seats bjp will win all due to modi no one else,2023-12-25 05:12:00,0,1,2024,You are rfring to SA in Bengal and HBS in Assam right but it's lok sabha election anyhow bjp wins max seats is important and whatever no of seats bjp will win all due to modi no one else,neutral,0.6520466208457947
Aam Aadmi Party National Organization General Secretary and Gujarat In-charge Mr. @SandeepPathak04 will visit Gujarat tomorrow on 26/12/2023 as part of preparations for the upcoming Lok Sabha elections. @manoj_sorathiya,2023-12-25 05:12:00,0,0,2024,Aam Aadmi Party National Organization General Secretary and Gujarat In-charge Mr. will visit Gujarat tomorrow on 26/12/2023 as part of preparations for the upcoming Lok Sabha elections.,neutral,0.9186851978302002
"Lok Sabha speaker Om birla suspends 31 opposition members, including Congress leader Adhir Ranjan Chowdhury, from House for remainder of Winter Session! Message is very clear don’t question Modi, Parliament is just for namesake and Modi will do his Manmani & others has to obey it ☝🏼",2023-12-18 10:15:00,545,141,2024,"Lok Sabha speaker Om birla suspends 31 opposition members, including Congress leader Adhir Ranjan Chowdhury, from House for remainder of Winter Session! Message is very clear don’t question Modi, Parliament is just for namesake and Modi will do his Manmani & others has to obey it ☝🏼",neutral,0.643616795539856
"BJP suspended 47 MP's from Loksabha and 34 MP's from Rajyasabha. Total 81 MP's they suspended bcoz all were asking question on parliament security. First he purchased Media and when MP's started questioning, He suspended MP's also. Tanashah ek Darpok aadmi hai...",2023-12-18 11:48:00,26,3,2024,"BJP suspended 47 MP's from Loksabha and 34 MP's from Rajyasabha. Total 81 MP's they suspended bcoz all were asking question on parliament security. First he purchased Media and when MP's started questioning, He suspended MP's also. Tanashah ek Darpok aadmi hai...",negative,0.6950162649154663
"Celebrated #Christmas & provided school kits to children of #SouthChennai Lok Sabha, #Velachery, Adyar, Periyar Nagar Ward - 173. #தென்சென்னை எம்.பி தொகுதி, #வேளச்சேரி, அடையார் பெரியார் நகரில் குழந்தைகளுடன் #கிறுஸ்துமஸ் கொண்டாடி மாணவர்களுக்கு நலத்திட்ட உதவிகளை வழங்கினோம்.",2023-12-24 05:54:00,158,4,2024,"Celebrated Christmas & provided school kits to children of SouthChennai Lok Sabha, Velachery, Adyar, Periyar Nagar Ward - 173. தென்சென்னை எம்.பி தொகுதி, வேளச்சேரி, அடையார் பெரியார் நகரில் குழந்தைகளுடன் கிறுஸ்துமஸ் கொண்டாடி மாணவர்களுக்கு நலத்திட்ட உதவிகளை வழங்கினோம்.",positive,0.7336312532424927
#Dhartiputra: कांग्रेस नेता #GinniSahni के साथ तीखी बहस में बोले राजनीतिक विश्लेषक @Surya_Maithil- 'इस देश के संसाधनों पर पहला हक मुसलमानों का है किस पार्टी ने कहा था?' @VidyaNathJha #SamajwadiParty #UPPolitics #BJP #Loksabha,2023-12-24 13:25:00,31,0,2024,Dhartiputra: कांग्रेस नेता GinniSahni के साथ तीखी बहस में बोले राजनीतिक विश्लेषक - 'इस देश के संसाधनों पर पहला हक मुसलमानों का है किस पार्टी ने कहा था?' SamajwadiParty UPPolitics BJP Loksabha,neutral,0.8335502743721008
"""Crying Like A Child"": Trinamool MP's Swipe At Veep Amid Mimicry Row Addressing a political meeting at Seram pore in Bengal, Kalyan Banerjee said the first person to perform mimicry inside Lok Sabha was Prime Minister Narendra Modi. https://qr.ae/pKZ84G",2023-12-25 05:10:00,0,0,2024,"""Crying Like A Child"": Trinamool MP's Swipe At Veep Amid Mimicry Row Addressing a political meeting at Seram pore in Bengal, Kalyan Banerjee said the first person to perform mimicry inside Lok Sabha was Prime Minister Narendra Modi.",neutral,0.7448063492774963
Isi k sath tumhari Loksabha ki 10 seats aur gayi.,2023-12-25 05:09:00,0,0,2024,Isi k sath tumhari Loksabha ki 10 seats aur gayi.,neutral,0.8437095880508423
Lok Sabha elections around the corner.,2023-12-25 05:09:00,0,0,2024,Lok Sabha elections around the corner.,neutral,0.936444103717804
"Madhya Pradesh Vidhan Sabha Election 2023 Result in terms of Lok Sabha seat. 15, Balaghat BJP- 45.9 (50.7-2019) INC- 45.7 (33.1-2019) BSP+GGP- 3.3 (6.8) OTH- 5.1 (9.3) 16, Chhindwara BJP- 41.5 (44.1-2019) INC- 48.5 (47.1-2019) OTH- 10.0 (8.9) #MadhyaPradesh",2023-12-21 10:16:00,9,0,2024,"Madhya Pradesh Vidhan Sabha Election 2023 Result in terms of Lok Sabha seat. 15, Balaghat BJP- 45.9 (50.7-2019) INC- 45.7 (33.1-2019) BSP+GGP- 3.3 (6.8) OTH- 5.1 (9.3) 16, Chhindwara BJP- 41.5 (44.1-2019) INC- 48.5 (47.1-2019) OTH- 10.0 (8.9) MadhyaPradesh",neutral,0.9162341356277466
Mahua you are #congressi pimp. You've done nothing to be a member of loksabha other than creating drama to get media attention. 🥱,2023-12-25 05:08:00,0,0,2024,Mahua you are congressi pimp. You've done nothing to be a member of loksabha other than creating drama to get media attention. 🥱,negative,0.9111379981040955
"😂😂😂 Phir Bhi Modi Led BJP Govt Ne Jat Betiyon Ko Sadak Pe Le Aaya Sirf Ek Brijbhushan Ke Liye Loksabha 2024 Nahi Hota Toh Jat Betiyan Sadak Pe Hi Reh Jaati ... Your Organisation is useless, dumb",2023-12-25 05:08:00,0,1,2024,"😂😂😂 Phir Bhi Modi Led BJP Govt Ne Jat Betiyon Ko Sadak Pe Le Aaya Sirf Ek Brijbhushan Ke Liye Loksabha 2024 Nahi Hota Toh Jat Betiyan Sadak Pe Hi Reh Jaati ... Your Organisation is useless, dumb",negative,0.6747893691062927
Dear Mr .Senthil...do you need all these..we are living in 2024..common change yourself..this is not 1980's or 1990's to make people believe your propaganda..any way people of Dharmapuri district know what to do in coming Loksabha elections.,2023-12-25 05:06:00,0,0,2024,Dear Mr .Senthil...do you need all these..we are living in 2024..common change yourself..this is not 1980's or 1990's to make people believe your propaganda..any way people of Dharmapuri district know what to do in coming Loksabha elections.,negative,0.550983190536499
Already bjp number one in south bharat in lok sabha seats,2023-12-25 05:06:00,2,0,2024,Already bjp number one in south bharat in lok sabha seats,neutral,0.5220980644226074
Bihar ke lok sabha chunav me rjd dafan ho jayegi,2023-12-25 05:06:00,0,0,2024,Bihar ke lok sabha chunav me rjd dafan ho jayegi,neutral,0.7584952712059021
See 2014 Loksabha See 2019 Loksabha Today RJD has zero MP in Bihar,2023-12-25 05:06:00,0,0,2024,See 2014 Loksabha See 2019 Loksabha Today RJD has zero MP in Bihar,neutral,0.7775194644927979
ABP CVoter Lok Sabha Opinion Poll 2024 Maharashtra : 48 seats n Vote Share BJP+ : 19-21 | 37% MVA : 26-28 | 41% OTH : 0-2 | 22% This survey is giving MVA good edge. MVA should fight more on the ground and they can even cross 40+ in Lok Sabha elections. #opinionpoll,2023-12-24 13:26:00,27,7,2024,ABP CVoter Lok Sabha Opinion Poll 2024 Maharashtra : 48 seats n Vote Share BJP+ : 19-21 | 37% MVA : 26-28 | 41% OTH : 0-2 | 22% This survey is giving MVA good edge. MVA should fight more on the ground and they can even cross 40+ in Lok Sabha elections. opinionpoll,neutral,0.6258219480514526
"MP Pratap Simha said, ""Goddess Chamundeshwari, Goddess Kaveri, and my readers know whether I am patriotic or anti-national. People will give their mandate in this regard in the upcoming Mysuru-Kodagu Lok Sabha election."" #IndiaNews #KarnatakaNews #BJP https://www.deccanherald.com/india/karnataka/people-will-decide-in-ls-polls-if-i-am-a-patriot-or-otherwise-mp-pratap-simha-2823824",2023-12-24 07:30:00,175,0,2024,"MP Pratap Simha said, ""Goddess Chamundeshwari, Goddess Kaveri, and my readers know whether I am patriotic or anti-national. People will give their mandate in this regard in the upcoming Mysuru-Kodagu Lok Sabha election."" IndiaNews KarnatakaNews BJP",neutral,0.8465086817741394
#abcofparliament,2023-12-25 05:04:00,13,0,2024,abcofparliament,neutral,0.7610864639282227
Watch | छत्तीसगढ़ का ओपिनियन पोल छत्तीसगढ़ CM विष्णु देव साय EXCLUSIVE इंटरव्यू @rajendradev6 | @rajeshtripath1 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Chhattisgarh,2023-12-25 05:04:00,19,2,2024,Watch | छत्तीसगढ़ का ओपिनियन पोल छत्तीसगढ़ CM विष्णु देव साय EXCLUSIVE इंटरव्यू | AbpCVoter OponionPolls Loksabha Chhattisgarh,neutral,0.8972429633140564
Sharif Loka nu vote paunda vee kon aa Manmohan Singh kadi vee Loksabha dean vota nahi jitiaya,2023-12-25 05:04:00,0,0,2024,Sharif Loka nu vote paunda vee kon aa Manmohan Singh kadi vee Loksabha dean vota nahi jitiaya,neutral,0.8600255250930786
DMK is bulshitting bully and rest of the INDI alliance partners are playing apologia. Why can't you openly condemn. You don'tneed them to win elections. They will anyways not win much in Loksabha. @yadavtejashwi @RahulGandhi #bihari @NitishKumar,2023-12-25 05:04:00,0,0,2024,DMK is bulshitting bully and rest of the INDI alliance partners are playing apologia. Why can't you openly condemn. You don'tneed them to win elections. They will anyways not win much in Loksabha. bihari,negative,0.9002655744552612
Watch | पश्चिम बंगाल का ओपिनियन पोल किसे मिलेगी कितनी सीट ? @vivekstake | @rajendradev6 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #WestBengal,2023-12-25 05:03:00,10,2,2024,Watch | पश्चिम बंगाल का ओपिनियन पोल किसे मिलेगी कितनी सीट ? | AbpCVoter OponionPolls Loksabha WestBengal,neutral,0.8803949952125549
"Watch | पंजाब का ओपिनियन पोल, जानिए किसे कितने वोट? @vivekstake | @rajendradev6 | https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Punjab",2023-12-25 05:03:00,10,0,2024,"Watch | पंजाब का ओपिनियन पोल, जानिए किसे कितने वोट? | | AbpCVoter OponionPolls Loksabha Punjab",neutral,0.8972811698913574
PM Modi's 'NaMo' App Launches 'Jan Man Survey' Ahead of Lok Sabha Polls https://www.deccanchronicle.com/nation/in-other-news/201223/pm-modis-namo-app-launches-jan-man-survey-ahead-of-lok-sabha-poll.html via NaMo App,2023-12-25 05:03:00,0,0,2024,PM Modi's 'NaMo' App Launches 'Jan Man Survey' Ahead of Lok Sabha Polls via NaMo App,neutral,0.8495508432388306
J&K bills to provide justice to those deprived for 70 years: Amit Shah in Lok Sabha https://timesofindia.indiatimes.com/india/jk-bills-to-provide-justice-to-those-who-were-insulted-ignored-amit-shah-in-lok-sabha/articleshow/105780875.cms via NaMo App,2023-12-25 05:01:00,0,0,2024,J&K bills to provide justice to those deprived for 70 years: Amit Shah in Lok Sabha via NaMo App,neutral,0.8307710289955139
লোকসভা ভোটে মহিলা মুখ খুঁজছে বিজেপি #FemaleCandidate #LokSabha #BJP #NewszNow,2023-12-25 05:00:00,0,0,2024,লোকসভা ভোটে মহিলা মুখ খুঁজছে বিজেপি FemaleCandidate LokSabha BJP NewszNow,neutral,0.8432371020317078
"Ye ""10 din"" kaha se layaa hoga isne..? Advocate hai.? But exactly 10 din pehle hack hua ye kaise pata isko.! Pakka isine kiya hoga. Agar #MahuaMoitra LokSabha ka login de sakti hai to mai bhi FB ka login dunga bol ke kiya hoga isne kaand..! Ethics Committee please come in..!",2023-12-25 04:59:00,0,0,2024,"Ye ""10 din"" kaha se layaa hoga isne..? Advocate hai.? But exactly 10 din pehle hack hua ye kaise pata isko.! Pakka isine kiya hoga. Agar MahuaMoitra LokSabha ka login de sakti hai to mai bhi FB ka login dunga bol ke kiya hoga isne kaand..! Ethics Committee please come in..!",neutral,0.543667197227478
Honorable Home Minister Shri @AmitShah ji is going to speak in the Lok Sabha on three new Criminal Law Bills which will make the legal process of the country more simple. #NayeBharatKeNayeKanoon,2023-12-20 10:10:00,0,0,2024,Honorable Home Minister Shri ji is going to speak in the Lok Sabha on three new Criminal Law Bills which will make the legal process of the country more simple. NayeBharatKeNayeKanoon,positive,0.7680405378341675
"See this Pappu-Panuti's language, full of arrogance and hatred, People of 3 Hindi heartland states taught him a lesson of life time, and Congress will be marginalized in 2024 Lok Sabha polls.",2023-12-25 04:59:00,0,0,2024,"See this Pappu-Panuti's language, full of arrogance and hatred, People of 3 Hindi heartland states taught him a lesson of life time, and Congress will be marginalized in 2024 Lok Sabha polls.",negative,0.8975903987884521
"Lok Sabha Election 2024: 'नीतीश ने जो माहौल बनाया, उसे पंचर किया जा रहा...', इंडी गठबंधन को आनंद मोहन की सलाह https://zeenews.india.com/hindi/india/bihar-jharkhand/politics/anand-mohan-advice-to-congress-said-indi-alliance-being-punctured-nitish-kumar-effort/2027307",2023-12-25 04:58:00,6,0,2024,"Lok Sabha Election 2024: 'नीतीश ने जो माहौल बनाया, उसे पंचर किया जा रहा...', इंडी गठबंधन को आनंद मोहन की सलाह",neutral,0.868285059928894
"Lok Sabha Speaker Shri @ombirlakota extends greetings to the people on the occasion of #Christmas, today. @loksabhaspeaker @sansad_tv #MerryChristmas",2023-12-25 04:57:00,2,0,2024,"Lok Sabha Speaker Shri extends greetings to the people on the occasion of Christmas, today. MerryChristmas",positive,0.9569322466850281
"#StopTheBlockade | Where is PM Modi? Is he busy inaugurating Vande Bharat? : @rahmantauseef19, Spokesperson, TMC #Parliament #LokSabha #RajyaSabha #BJP #Congress #NDA #Opposition #Manipur #ManipurViolence #Arnab #ArnabGoswami",2023-12-25 04:57:00,0,0,2024,"StopTheBlockade | Where is PM Modi? Is he busy inaugurating Vande Bharat? : , Spokesperson, TMC Parliament LokSabha RajyaSabha BJP Congress NDA Opposition Manipur ManipurViolence Arnab ArnabGoswami",neutral,0.6444106101989746
"Lok Sabha Speaker Shri @ombirlakota greets MoS, Ministry of Social Justice & Empowerment, Shri @RamdasAthawale on his birthday. @loksabhaspeaker @sansad_tv",2023-12-25 04:56:00,7,0,2024,"Lok Sabha Speaker Shri greets MoS, Ministry of Social Justice & Empowerment, Shri on his birthday.",positive,0.5803366303443909
Facebook Account hack ho gaya to buddhe ko problem ho gayi...! Vaha jaan bujhkar apna LokSabha ka ID kisi bande ko de diya #MahuaMoitra ne to usko defend karne chala tha ye...! Saare #Pappu hi bhare pade hai Opposition me..!,2023-12-25 04:56:00,2,0,2024,Facebook Account hack ho gaya to buddhe ko problem ho gayi...! Vaha jaan bujhkar apna LokSabha ka ID kisi bande ko de diya MahuaMoitra ne to usko defend karne chala tha ye...! Saare Pappu hi bhare pade hai Opposition me..!,negative,0.6004362106323242
"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...",2023-12-25 04:56:00,5,0,2024,"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...",neutral,0.7847089171409607
"J&K Congress leaders to meet with Congress leadership tomorrow at AICC HQs to discuss the election preparedness for Lok Sabha, Congress president Mallikarjun Kharge, party leaders Rahul Gandhi, KC Venugopal will be in present in the meeting.",2023-12-25 04:55:00,0,0,2024,"J&K Congress leaders to meet with Congress leadership tomorrow at AICC HQs to discuss the election preparedness for Lok Sabha, Congress president Mallikarjun Kharge, party leaders Rahul Gandhi, KC Venugopal will be in present in the meeting.",neutral,0.9024076461791992
It is for best - now all lok sabha cong will win Khattar is so (un)popular,2023-12-25 04:55:00,0,0,2024,It is for best - now all lok sabha cong will win Khattar is so (un)popular,neutral,0.4897253215312958
नाताळच्या हार्दिक शुभेच्छा..! #merrychristmas2023,2023-12-25 04:55:00,3,0,2024,नाताळच्या हार्दिक शुभेच्छा..! merrychristmas2023,positive,0.5870895385742188
"Lok Sabha recorded 74% productivity, says Speaker https://timesofindia.indiatimes.com/india/lok-sabha-recorded-74-productivity-says-speaker/articleshow/106195067.cms via NaMo App",2023-12-25 04:55:00,0,0,2024,"Lok Sabha recorded 74% productivity, says Speaker via NaMo App",neutral,0.5273207426071167
CBN unnanka lokesh ela aythadu,2023-12-25 04:54:00,0,1,2024,CBN unnanka lokesh ela aythadu,neutral,0.8547892570495605
Heartiest congratulations to Sh. @avinashpandeinc Ji AICC General Secretary In-charge of Uttar Pradesh which has highest 80 loksabha seats.,2023-12-25 04:54:00,0,0,2024,Heartiest congratulations to Sh. Ji AICC General Secretary In-charge of Uttar Pradesh which has highest 80 loksabha seats.,positive,0.9590003490447998
"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...",2023-12-25 03:41:00,7,0,2024,"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...",neutral,0.7847089171409607
"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत राजुरा (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुख यांच्यासह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.",2023-12-24 18:00:00,18,0,2024,"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत राजुरा (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुख यांच्यासह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.",neutral,0.8200249075889587
"रावेर लोकसभा अंतर्गत ""विकसित भारत संकल्प यात्रा"" मुक्ताईनगर तालुक्याच्या मोहिमेचा राजुरा (मुक्ताईनगर) येथे माझ्या उपस्थित समारोप झाला, यावेळी सदर मोहिम यशस्वीरीत्या राबविल्या बद्दल सर्व शासकीय कर्मचारी, अधिकारी यांचे आभार मानून अभिनंदन केले.",2023-12-24 17:58:00,16,1,2024,"रावेर लोकसभा अंतर्गत ""विकसित भारत संकल्प यात्रा"" मुक्ताईनगर तालुक्याच्या मोहिमेचा राजुरा (मुक्ताईनगर) येथे माझ्या उपस्थित समारोप झाला, यावेळी सदर मोहिम यशस्वीरीत्या राबविल्या बद्दल सर्व शासकीय कर्मचारी, अधिकारी यांचे आभार मानून अभिनंदन केले.",neutral,0.7985434532165527
Jaisalmer barmer loksabha se kon,2023-12-25 04:54:00,3,0,2024,Jaisalmer barmer loksabha se kon,neutral,0.7973491549491882
"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा #सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुखसह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.",2023-12-24 09:10:00,17,0,2024,"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुखसह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.",neutral,0.823597252368927
"भाजपा #सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथ क्र.167 व 168 वर पदाधिकारी व कार्यकर्त्यांची बैठक माझ्या अध्यक्षतेखाली घेण्यात आली. सदर गावातील बूथनिहाय पक्ष संघटनेचा आढावा घेतला व आगामी निवडणुकांसाठी बूथ प्रमुख, शक्ती केंद्रप्रमुख व कार्यकर्ते यांना मार्गदर्शन केले.",2023-12-24 07:21:00,20,0,2024,"भाजपा सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथ क्र.167 व 168 वर पदाधिकारी व कार्यकर्त्यांची बैठक माझ्या अध्यक्षतेखाली घेण्यात आली. सदर गावातील बूथनिहाय पक्ष संघटनेचा आढावा घेतला व आगामी निवडणुकांसाठी बूथ प्रमुख, शक्ती केंद्रप्रमुख व कार्यकर्ते यांना मार्गदर्शन केले.",neutral,0.8114475011825562
"रावेर लोकसभा क्षेत्रांतर्गत ""यावल"" तालुक्यातील पूर्व तपसणी व नोंदणी झालेल्या दिव्यांग बांधवांसाठी ""कुत्रिम अवयव व सहाय्यभूत साधने मोफत वाटप शिबीर""... यावल - दिनांक : २५/१२/२०२३, सोमवार, सकाळी १०.०० वाजेपासून स्थळ : पंचायत समिती, यावल जि.जळगांव",2023-12-24 05:33:00,22,0,2024,"रावेर लोकसभा क्षेत्रांतर्गत ""यावल"" तालुक्यातील पूर्व तपसणी व नोंदणी झालेल्या दिव्यांग बांधवांसाठी ""कुत्रिम अवयव व सहाय्यभूत साधने मोफत वाटप शिबीर""... यावल - दिनांक : २५/१२/२०२३, सोमवार, सकाळी १०.०० वाजेपासून स्थळ : पंचायत समिती, यावल जि.जळगांव",neutral,0.8105052709579468
"प्रधानमंत्री आदरणीय श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा तर्फे चोपडा शहर येथे “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात येऊन, चोपडा शहरातील प्रतिष्ठित नागरिक घरी भेटी देण्यात आल्या.",2023-12-23 17:26:00,19,1,2024,"प्रधानमंत्री आदरणीय श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा तर्फे चोपडा शहर येथे “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात येऊन, चोपडा शहरातील प्रतिष्ठित नागरिक घरी भेटी देण्यात आल्या.",neutral,0.8204439878463745
"आज भाजपा केन्द्रीय कार्यालय विस्तार, नई दिल्ली में पार्टी के राष्ट्रीय अध्यक्ष श्री @JPNadda ने प्रधानमंत्री श्री @narendramodi की गरिमामयी उपस्थिति में दो दिवसीय 'राष्ट्रीय पदाधिकारी बैठक' का शुभारंभ किया।",2023-12-22 17:18:00,5183,80,2024,"आज भाजपा केन्द्रीय कार्यालय विस्तार, नई दिल्ली में पार्टी के राष्ट्रीय अध्यक्ष श्री ने प्रधानमंत्री श्री की गरिमामयी उपस्थिति में दो दिवसीय 'राष्ट्रीय पदाधिकारी बैठक' का शुभारंभ किया।",neutral,0.8014697432518005
"Lok Sabha Speaker Shri @ombirlakota greets Shri @FaiyazAhmadRJD, MP on his birthday. @loksabhaspeaker @sansad_tv",2023-12-25 04:53:00,10,0,2024,"Lok Sabha Speaker Shri greets Shri , MP on his birthday.",positive,0.5402644872665405
"चोपडा येथे सामाजिक न्याय व विशेष सहाय्य विभाग, भारत सरकार यांच्या द्वारा भारतीय कृत्रिम अंग निर्माण निगम यांच्या मार्फत दिव्यांग बांधवांसाठी माझ्या प्रयत्नाने “कृत्रिम अवयव व सहाय्यभूत साधने वाटप शिबिर”चे आयोजन करण्यात आले, यावेळी साहित्य वाटप करून दिव्यांग बांधवांशी संवाद साधला.",2023-12-23 13:35:00,26,1,2024,"चोपडा येथे सामाजिक न्याय व विशेष सहाय्य विभाग, भारत सरकार यांच्या द्वारा भारतीय कृत्रिम अंग निर्माण निगम यांच्या मार्फत दिव्यांग बांधवांसाठी माझ्या प्रयत्नाने “कृत्रिम अवयव व सहाय्यभूत साधने वाटप शिबिर”चे आयोजन करण्यात आले, यावेळी साहित्य वाटप करून दिव्यांग बांधवांशी संवाद साधला.",neutral,0.8073143362998962
"मध्य रेल्वे महाव्यवस्थापक श्री.राम करण यादव हे आज भुसावळ रेल्वे विभाग दौऱ्यावर आले असता, डीआरएम कार्यालय, भुसावळ येथे आमदार श्री.संजयजी सावकारे यांच्यासह त्यांची भेट घेऊन रावेर लोकसभा क्षेत्रातील रेल्वे विषयक विविध विषयांवर संवाद साधून, कामे तत्काळ मार्गी लावणे विषयी मागणी केली.",2023-12-22 16:51:00,29,1,2024,"मध्य रेल्वे महाव्यवस्थापक श्री.राम करण यादव हे आज भुसावळ रेल्वे विभाग दौऱ्यावर आले असता, डीआरएम कार्यालय, भुसावळ येथे आमदार श्री.संजयजी सावकारे यांच्यासह त्यांची भेट घेऊन रावेर लोकसभा क्षेत्रातील रेल्वे विषयक विविध विषयांवर संवाद साधून, कामे तत्काळ मार्गी लावणे विषयी मागणी केली.",neutral,0.8237622976303101
U can only do such comic acts …. 2024 u will lose ur Lok sabha seat .. Mark my words ….,2023-12-25 04:53:00,0,0,2024,U can only do such comic acts …. 2024 u will lose ur Lok sabha seat .. Mark my words ….,negative,0.8658902645111084
"#LokSabha | Speaker @ombirlakota extends greetings on the eve of #Christmas Wishing you a #MerryChristmas brimming with joy, peace & the spirit of giving. May the joyous Christmas fill your life with love, bring warmth to your heart and blessings to your life: Speaker",2023-12-24 12:52:00,20,1,2024,"LokSabha | Speaker extends greetings on the eve of Christmas Wishing you a MerryChristmas brimming with joy, peace & the spirit of giving. May the joyous Christmas fill your life with love, bring warmth to your heart and blessings to your life: Speaker",positive,0.9764524102210999
